,index,user_id,item_id,rating
272,382,304,424,4
273,386,9,174,3
274,387,202,320,3
275,388,190,285,4
276,389,42,322,3
277,394,233,205,4
278,395,307,401,4
279,396,307,639,4
280,397,268,521,5
281,398,93,264,4
282,399,267,61,3
283,400,271,11,5
284,401,120,290,3
285,402,295,19,5
286,404,179,461,5
287,406,103,116,2
288,407,37,757,1
289,408,268,844,1
290,409,6,162,4
291,410,233,1450,3
292,411,274,404,2
293,412,51,249,3
294,414,12,185,4
295,415,177,730,4
296,416,235,70,3
297,417,255,780,5
298,418,262,175,5
299,419,243,185,3
300,420,278,1180,4
301,421,42,814,4
302,422,82,77,2
303,423,150,196,5
304,424,253,435,2
305,425,108,630,3
306,426,296,715,3
307,428,143,698,4
308,429,300,603,4
309,430,63,391,3
310,432,221,96,4
311,433,267,435,3
312,434,292,134,5
313,436,159,459,2
314,437,12,497,4
315,438,58,714,5
316,439,4,16,4
317,441,173,314,5
318,443,212,514,4
319,445,127,14,4
320,446,238,55,4
321,447,180,278,1
322,448,290,79,4
323,450,200,648,3
324,451,59,59,5
325,452,180,324,2
326,453,118,406,3
327,454,286,0,5
328,455,215,227,3
329,456,215,530,4
330,462,116,1046,2
331,466,294,193,4
332,468,84,258,2
333,469,249,595,5
334,470,136,143,5
335,471,200,959,2
336,472,256,136,4
337,474,90,479,4
338,477,188,1059,5
339,478,0,19,4
340,479,302,403,4
341,482,221,277,2
342,483,213,567,4
343,485,284,190,4
344,486,302,251,3
345,489,114,1066,4
346,490,6,429,3
347,491,115,349,3
348,492,72,479,4
349,493,268,245,5
350,495,69,430,3
351,497,71,181,5
352,498,24,356,4
353,499,289,49,5
354,500,188,525,4
355,501,298,302,3
356,502,263,293,3
357,503,199,364,5
358,505,183,186,4
359,506,62,288,2
360,507,12,228,4
361,508,297,485,3
362,509,234,184,4
363,510,61,711,4
364,512,53,741,5
365,513,62,761,3
366,514,10,731,3
367,515,91,167,4
368,516,7,549,3
369,517,306,173,4
370,518,302,199,4
371,519,255,848,2
372,520,71,53,3
373,521,163,405,2
374,523,223,76,4
375,524,192,868,3
376,525,93,183,2
377,528,127,370,1
378,529,93,719,1
379,530,181,844,3
380,531,128,872,1
381,533,63,380,4
382,534,150,175,2
383,535,44,24,4
384,536,192,878,3
385,539,233,186,4
386,540,180,305,1
387,541,20,369,1
388,542,292,248,3
389,543,263,720,5
390,544,9,610,5
391,545,196,345,3
392,546,275,141,3
393,547,307,426,4
394,549,130,125,4
395,550,267,823,2
396,551,108,7,3
397,552,197,57,3
398,553,229,679,4
399,554,180,740,1
400,555,191,1060,4
401,557,89,899,4
402,558,192,940,4
403,559,127,602,5
404,563,156,24,3
405,564,304,70,3
406,566,20,221,2
407,567,230,180,4
408,568,279,507,3
409,569,287,131,3
410,570,278,1496,2
411,571,300,32,4
412,572,71,698,3
413,573,89,258,2
414,574,307,54,3
415,575,58,741,3
416,577,129,641,4
417,578,25,1014,3
418,579,55,120,5
419,580,81,507,2
420,581,61,11,4
421,582,275,39,3
422,583,180,1014,1
423,584,151,300,3
424,587,78,302,4
425,589,307,80,5
426,591,268,197,4
427,592,306,93,3
428,593,221,780,3
429,597,229,741,5
430,598,268,506,4
431,599,238,1098,5
432,600,244,1027,5
433,601,55,545,3
434,603,270,1027,2
435,604,221,811,2
436,605,68,239,3
437,606,9,6,4
438,607,21,375,3
439,609,81,716,1
440,610,278,398,4
441,611,268,233,1
442,612,5,97,5
443,614,297,180,4
444,615,281,324,1
445,616,77,322,1
446,618,282,1113,5
447,619,170,291,4
448,621,9,99,5
449,622,244,180,4
450,623,106,332,3
451,624,245,560,1
452,625,12,900,1
453,628,188,55,5
454,629,225,241,5
455,630,61,1015,4
456,631,275,416,4
457,632,213,477,4
458,633,305,234,4
459,634,221,25,3
460,635,279,630,5
461,636,59,429,5
462,637,55,70,4
463,639,0,201,5
464,640,12,808,4
465,641,172,288,4
466,643,184,22,4
467,644,279,539,3
468,646,149,292,4
469,648,177,316,4
470,649,177,741,3
471,650,94,1216,3
472,652,96,221,5
473,653,108,126,2
474,654,116,267,5
475,657,263,654,4
476,658,206,12,3
477,659,41,587,5
478,660,245,408,2
479,661,86,366,4
480,664,91,793,3
481,665,180,761,2
482,666,212,234,1
483,668,291,660,5
484,669,245,664,4
485,670,273,844,5
486,671,187,691,5
487,672,17,85,4
488,673,4,438,1
489,674,235,631,3
490,675,192,406,4
491,677,89,1197,5
492,678,47,608,4
493,679,4,224,2
494,681,310,431,4
495,682,7,21,5
496,683,275,187,4
497,684,221,172,5
498,685,71,865,4
499,686,298,133,4
500,691,180,120,4
501,692,199,10,5
502,693,233,625,4
503,694,243,706,4
504,695,89,24,5
505,696,207,215,5
506,697,262,95,4
507,698,133,322,4
508,700,1,291,4
509,701,287,592,2
510,702,48,301,4
511,703,285,152,5
512,704,204,303,3
513,707,222,327,3
514,708,14,24,3
515,709,267,146,4
516,710,93,1219,3
517,711,273,404,4
518,712,6,491,5
519,713,267,216,2
520,718,238,1069,5
521,720,247,233,4
522,723,307,186,5
523,726,121,508,4
524,728,261,930,2
525,731,294,738,4
526,732,262,567,4
527,733,294,38,4
528,734,200,1099,4
529,735,92,819,3
530,737,157,664,2
531,742,216,1,3
532,743,82,659,4
533,744,188,19,5
534,747,266,120,3
535,748,125,293,3
536,749,180,1059,1
537,750,124,79,4
538,751,42,119,4
539,753,252,258,2
540,754,41,43,3
541,756,290,685,5
542,758,261,27,3
543,760,28,244,3
544,763,155,660,4
545,764,231,51,5
546,766,36,287,4
547,768,234,229,4
548,769,101,69,3
549,773,43,659,5
550,774,117,773,5
551,776,48,1002,2
552,778,41,1027,4
553,779,177,432,4
554,780,84,50,2
555,781,76,473,5
556,782,57,1098,2
557,784,196,687,1
558,786,89,257,3
559,787,180,1287,1
560,788,294,189,4
561,791,220,1009,3
562,792,65,876,1
563,793,206,317,5
564,794,233,486,3
565,795,6,647,5
566,796,86,81,5
567,798,43,448,5
568,799,305,286,4
569,800,193,171,3
570,803,107,99,4
571,804,229,303,5
572,806,53,301,4
573,807,89,21,4
574,810,13,268,4
575,811,310,178,2
576,812,91,120,5
577,813,20,439,1
578,814,243,549,1
579,815,180,404,4
580,817,36,539,2
581,818,43,442,5
582,820,0,264,4
583,821,269,24,5
584,823,93,571,3
585,824,285,745,4
586,825,238,271,5
587,826,215,54,5
588,827,253,120,3
589,828,61,664,2
590,832,187,142,5
591,833,275,293,4
592,834,157,1097,4
593,835,206,844,3
594,836,160,47,1
595,838,46,323,3
596,839,63,735,4
597,840,190,750,3
598,841,6,377,5
599,844,9,460,3
600,845,20,128,4
601,846,57,8,4
602,848,6,199,5
603,849,112,125,5
604,850,172,327,5
605,851,94,232,4
606,852,15,193,5
607,856,42,202,4
608,858,234,69,5
609,859,124,189,5
610,860,283,321,3
611,861,302,160,5
612,862,253,377,3
613,864,103,300,2
614,865,89,922,5
615,866,5,462,4
616,868,285,297,4
617,869,221,447,3
618,872,129,1216,4
619,873,253,356,3
620,874,108,474,1
621,875,229,1443,2
622,876,243,309,3
623,877,5,300,2
624,878,35,747,4
625,879,255,442,3
626,882,20,446,5
627,883,110,300,4
628,884,17,407,5
629,885,24,221,4
630,887,269,97,5
631,888,67,236,5
632,890,5,257,2
633,891,88,215,5
634,892,127,316,4
635,893,304,511,4
636,894,183,411,2
637,895,285,174,5
638,897,255,85,5
639,898,220,47,5
640,901,10,226,3
641,902,200,202,5
642,903,149,180,5
643,904,125,244,3
644,907,180,929,1
645,909,84,1064,3
646,910,212,132,3
647,911,221,378,1
648,913,214,420,4
649,914,217,207,3
650,916,274,185,3
651,917,67,741,1
652,920,194,272,4
653,921,223,177,4
654,922,4,109,1
655,923,98,1015,5
656,924,1,250,5
657,926,71,567,4
658,927,84,227,3
659,928,82,280,5
660,932,286,925,4
661,933,0,154,2
662,935,221,52,5
663,936,23,63,5
664,937,6,553,3
665,940,195,392,4
666,941,55,90,4
667,942,81,476,3
668,943,6,471,2
669,944,255,760,4
670,945,225,55,4
671,946,278,740,5
672,947,307,1285,3
673,948,15,7,5
674,951,144,55,5
675,952,287,304,4
676,953,83,741,3
677,954,43,643,3
678,956,312,116,4
679,957,147,0,4
680,958,196,346,4
681,959,20,163,5
682,960,278,981,3
683,962,184,286,5
684,963,296,88,4
685,964,302,67,4
686,965,185,249,1
687,967,103,755,2
688,968,93,215,3
689,969,238,193,5
690,970,196,510,5
691,971,279,0,4
692,972,0,116,3
693,973,223,582,1
694,975,59,161,4
695,976,197,257,4
696,977,238,512,5
697,978,5,68,3
698,979,232,374,4
699,980,84,641,4
700,981,109,37,3
701,982,183,521,3
702,983,98,872,1
703,985,200,517,4
704,987,213,130,3
705,989,221,86,3
706,990,278,724,4
707,991,216,181,2
708,992,84,432,3
709,993,238,233,3
710,995,193,76,3
711,996,207,662,5
712,997,108,177,3
713,999,58,484,2
714,1000,312,477,3
715,1001,69,1132,3
716,1004,64,124,4
717,1006,89,11,5
718,1007,129,1247,3
719,1008,99,353,2
720,1009,282,431,5
721,1010,274,417,3
722,1011,310,97,5
723,1013,129,104,4
724,1015,285,72,5
725,1016,6,622,3
726,1017,55,221,5
727,1018,209,203,5
728,1019,238,8,5
729,1020,95,86,4
730,1021,296,72,2
731,1023,93,859,2
732,1026,134,1045,3
733,1028,124,381,1
734,1029,69,398,4
735,1031,300,522,4
736,1033,243,171,4
737,1034,274,1090,2
738,1035,52,280,4
739,1037,243,789,4
740,1038,25,124,4
741,1039,150,12,3
742,1040,123,495,1
743,1041,23,190,5
744,1042,270,64,3
745,1043,306,633,3
746,1044,293,1244,3
747,1045,233,240,2
748,1046,24,500,3
749,1049,74,239,1
750,1050,12,180,5
751,1051,206,67,2
752,1053,312,565,4
753,1055,187,442,4
754,1056,275,323,4
755,1057,144,973,1
756,1058,71,233,4
757,1059,82,384,4
758,1060,180,618,3
759,1061,108,401,4
760,1063,184,215,4
761,1064,13,212,5
762,1065,148,318,2
763,1066,56,78,5
764,1068,175,874,4
765,1069,252,96,4
766,1070,283,268,4
767,1071,105,525,4
768,1073,61,85,2
769,1074,290,417,4
770,1075,83,1032,4
771,1076,292,379,2
772,1077,206,57,3
773,1078,193,186,4
774,1079,108,96,3
775,1080,282,844,4
776,1081,296,274,5
777,1083,77,254,4
778,1085,307,58,4
779,1086,192,1077,4
780,1087,296,233,3
781,1089,249,203,2
782,1091,185,147,4
783,1092,311,691,4
784,1093,90,682,3
785,1095,290,375,3
786,1096,174,126,5
787,1097,144,736,2
788,1098,6,643,5
789,1099,275,418,5
790,1100,82,209,5
791,1102,152,173,1
792,1103,61,301,3
793,1105,267,297,3
794,1107,312,615,5
795,1108,285,43,3
796,1109,278,167,5
797,1110,275,473,5
798,1111,61,58,4
799,1113,82,96,4
800,1115,15,177,5
801,1116,296,232,2
802,1117,89,944,5
803,1118,84,24,2
804,1122,103,298,3
805,1124,183,97,4
806,1125,292,707,3
807,1126,247,588,4
808,1127,17,949,3
809,1128,216,26,1
810,1131,295,221,5
811,1132,6,661,3
812,1133,195,380,4
813,1134,68,426,3
814,1135,71,195,4
815,1137,127,181,4
816,1139,6,170,3
817,1141,171,219,4
818,1143,189,973,2
819,1144,81,755,1
820,1145,307,435,4
821,1147,63,1062,3
822,1148,144,755,2
823,1149,219,297,4
824,1150,20,323,4
825,1151,284,268,4
826,1152,206,64,3
827,1153,197,657,3
828,1154,219,332,3
829,1155,209,69,4
830,1156,180,13,1
831,1157,157,127,2
832,1158,142,681,3
833,1159,74,236,2
834,1161,222,1149,2
835,1162,296,24,4
836,1163,275,77,4
837,1164,298,846,4
838,1165,292,324,2
839,1166,300,137,2
840,1167,0,46,4
841,1168,163,280,4
842,1169,95,672,4
843,1170,290,1015,4
844,1171,6,450,5
845,1172,232,176,4
846,1174,201,282,3
847,1175,213,116,4
848,1176,183,601,4
849,1178,193,211,1
850,1179,94,67,4
851,1180,24,256,4
852,1181,5,22,4
853,1183,312,435,4
854,1185,261,616,3
855,1186,129,568,3
856,1189,180,1331,1
857,1191,205,301,5
858,1193,75,60,4
859,1195,313,27,5
860,1196,12,146,3
861,1197,43,257,4
862,1198,302,417,4
863,1199,15,88,2
864,1200,269,557,5
865,1201,247,116,5
866,1203,137,522,5
867,1204,267,385,2
868,1205,290,14,5
869,1206,233,146,3
870,1207,238,95,5
871,1208,14,330,3
872,1210,135,88,4
873,1211,222,422,3
874,1213,144,354,3
875,1214,279,844,3
876,1215,178,338,1
877,1216,177,198,4
878,1217,306,948,4
879,1218,9,487,5
880,1219,115,330,3
881,1221,307,173,4
882,1224,117,653,5
883,1225,245,720,4
884,1226,233,97,4
885,1227,193,238,3
886,1228,93,23,4
887,1229,121,377,4
888,1230,311,99,4
889,1235,82,42,4
890,1236,129,306,4
891,1237,173,401,5
892,1238,255,486,5
893,1239,58,176,4
894,1240,160,167,1
895,1241,243,52,3
896,1242,249,195,4
897,1243,42,39,3
898,1246,96,669,5
899,1247,121,509,4
900,1248,60,322,3
901,1249,221,105,2
902,1252,36,402,5
903,1253,48,67,1
904,1254,302,1097,4
905,1255,164,371,5
906,1256,175,323,5
907,1257,2,334,1
908,1258,55,868,3
909,1259,43,14,4
910,1260,189,116,4
911,1262,93,173,4
912,1264,116,180,5
913,1265,302,778,1
914,1267,193,190,4
915,1268,157,23,4
916,1271,180,1333,1
917,1272,213,136,4
918,1273,91,746,4
919,1274,187,95,5
920,1275,57,172,5
921,1276,243,153,5
922,1278,297,624,4
923,1279,253,229,4
924,1280,229,137,3
925,1283,180,1326,1
926,1286,247,256,3
927,1288,311,132,5
928,1289,150,11,5
929,1291,304,482,5
930,1292,140,257,5
931,1293,43,239,4
932,1295,213,212,4
933,1296,232,207,4
934,1297,103,286,2
935,1298,311,152,2
936,1299,0,221,4
937,1300,205,322,1
938,1301,229,418,4
939,1302,55,449,3
940,1304,204,315,4
941,1305,13,173,5
942,1306,267,789,2
943,1307,275,1080,3
944,1308,82,928,3
945,1309,267,579,3
946,1310,221,1040,3
947,1311,278,88,4
948,1312,4,423,1
949,1314,295,428,5
950,1319,180,327,3
951,1321,252,745,3
952,1322,233,227,3
953,1323,298,1046,2
954,1326,289,207,3
955,1327,78,1160,2
956,1328,263,447,2
957,1329,3,302,5
958,1330,143,830,3
959,1331,137,516,4
960,1332,63,432,2
961,1333,4,0,4
962,1334,275,356,5
963,1336,238,474,5
964,1338,129,233,5
965,1339,263,69,4
966,1340,207,196,5
967,1341,23,762,5
968,1342,278,1161,3
969,1345,161,1018,4
970,1346,222,907,1
971,1348,238,429,3
972,1349,159,159,5
973,1350,171,579,4
974,1352,53,675,5
975,1353,43,506,3
976,1354,209,96,5
977,1355,163,929,4
978,1356,298,239,2
979,1357,27,216,3
980,1358,304,78,3
981,1359,17,728,3
982,1363,91,1208,1
983,1364,108,0,4
984,1365,14,221,3
985,1366,57,708,5
986,1368,151,110,5
987,1369,193,159,2
988,1371,76,90,3
989,1372,243,661,3
990,1373,176,320,2
991,1374,130,220,3
992,1375,196,301,3
993,1376,226,49,4
994,1378,294,71,4
995,1379,180,0,3
996,1381,278,95,4
997,1387,212,12,4
998,1389,127,738,4
999,1390,290,427,5
1000,1391,24,207,4
1001,1392,287,271,5
1002,1393,206,1349,2
1003,1394,270,55,3
1004,1395,4,362,3
1005,1396,273,747,5
1006,1397,69,418,5
1007,1399,150,918,5
1008,1400,198,267,5
1009,1401,200,208,3
1010,1402,98,273,1
1011,1403,10,739,4
1012,1404,58,76,4
1013,1405,183,276,3
1014,1406,221,87,4
1015,1407,37,160,5
1016,1408,58,417,2
1017,1409,103,299,3
1018,1410,297,1345,3
1019,1411,179,1118,3
1020,1412,6,673,2
1021,1413,120,13,5
1022,1414,267,1040,1
1023,1415,251,276,4
1024,1416,302,410,4
1025,1417,209,526,5
1026,1418,233,647,3
1027,1419,311,572,5
1028,1420,307,214,3
1029,1421,233,1396,4
1030,1422,74,545,3
1031,1423,116,14,5
1032,1425,63,515,5
1033,1426,84,186,5
1034,1428,58,53,4
1035,1429,255,219,3
1036,1431,202,281,1
1037,1432,12,194,3
1038,1433,143,152,5
1039,1435,209,273,5
1040,1436,93,470,4
1041,1437,12,806,1
1042,1439,64,1141,4
1043,1441,75,174,4
1044,1443,262,1450,4
1045,1444,293,929,3
1046,1445,120,116,1
1047,1446,84,12,3
1048,1447,302,425,3
1049,1448,211,179,1
1050,1449,5,491,5
1051,1451,278,745,5
1052,1452,302,1108,4
1053,1453,183,190,4
1054,1455,312,21,3
1055,1456,313,1149,4
1056,1457,12,120,5
1057,1458,42,4,4
1058,1459,57,213,2
1059,1461,61,287,2
1060,1462,279,126,5
1061,1463,160,897,3
1062,1464,10,722,5
1063,1465,93,217,3
1064,1470,287,526,3
1065,1471,183,513,5
1066,1472,150,928,3
1067,1473,89,689,4
1068,1474,10,37,3
1069,1476,105,581,4
1070,1477,180,1009,1
1071,1478,36,116,4
1072,1479,275,844,4
1073,1481,69,81,4
1074,1482,4,97,3
1075,1485,269,777,5
1076,1489,292,411,1
1077,1490,199,477,5
1078,1491,12,307,3
1079,1497,103,1009,1
1080,1498,155,640,5
1081,1499,268,1164,1
1082,1500,159,429,5
1083,1501,236,190,4
1084,1502,286,251,1
1085,1504,44,108,5
1086,1506,144,763,2
1087,1508,64,99,3
1088,1509,271,1100,5
1089,1510,115,254,3
1090,1511,183,85,5
1091,1512,284,150,5
1092,1515,270,186,5
1093,1517,245,424,5
1094,1518,114,7,5
1095,1519,175,326,3
1096,1520,12,395,3
1097,1521,128,330,2
1098,1525,150,57,4
1099,1526,183,659,3
1100,1527,310,385,3
1101,1528,104,267,4
1102,1532,262,415,5
1103,1533,93,1047,4
1104,1534,199,290,3
1105,1535,44,117,4
1106,1537,144,21,5
1107,1538,70,88,5
1108,1543,101,321,3
1109,1544,233,570,2
1110,1546,194,327,4
1111,1547,108,257,5
1112,1551,22,380,4
1113,1553,302,144,1
1114,1554,251,299,4
1115,1555,150,371,5
1116,1556,281,326,5
1117,1560,27,78,4
1118,1561,167,1277,3
1119,1563,17,112,5
1120,1565,89,498,5
1121,1566,233,1185,4
1122,1567,86,195,5
1123,1568,25,684,3
1124,1569,149,128,4
1125,1571,69,209,4
1126,1572,50,181,3
1127,1573,221,1056,4
1128,1574,91,175,5
1129,1575,203,215,4
1130,1576,163,684,5
1131,1577,56,681,3
1132,1578,183,206,4
1133,1579,59,402,3
1134,1580,91,179,5
1135,1582,221,1041,4
1136,1583,196,299,4
1137,1584,91,789,3
1138,1585,293,281,3
1139,1586,200,746,2
1140,1588,192,409,3
1141,1590,213,692,3
1142,1593,314,272,3
1143,1594,47,308,3
1144,1595,254,471,1
1145,1596,269,670,4
1146,1597,65,6,3
1147,1599,100,221,3
1148,1600,206,1045,4
1149,1601,143,181,3
1150,1602,84,82,4
1151,1603,101,624,3
1152,1604,157,769,5
1153,1605,296,587,4
1154,1606,89,506,5
1155,1607,270,481,5
1156,1608,129,900,1
1157,1609,177,275,3
1158,1610,89,244,3
1159,1611,180,1093,1
1160,1612,310,142,3
1161,1613,266,16,4
1162,1614,200,50,2
1163,1615,193,646,4
1164,1616,58,386,3
1165,1619,169,291,5
1166,1620,109,577,3
1167,1621,59,1020,5
1168,1622,286,346,4
1169,1623,196,54,3
1170,1624,37,678,5
1171,1625,194,1013,4
1172,1626,278,226,4
1173,1629,315,97,5
1174,1630,24,24,5
1175,1632,102,23,4
1176,1633,298,587,4
1177,1634,193,477,3
1178,1635,286,293,5
1179,1636,233,581,4
1180,1637,278,1047,1
1181,1638,86,8,4
1182,1643,43,94,4
1183,1644,91,215,3
1184,1645,134,38,3
1185,1647,261,385,3
1186,1648,6,675,3
1187,1649,115,941,3
1188,1650,317,473,4
1189,1651,140,825,2
1190,1652,268,12,4
1191,1653,221,1043,4
1192,1654,81,454,4
1193,1655,278,253,3
1194,1656,41,684,4
1195,1658,183,160,2
1196,1660,176,242,1
1197,1661,312,98,4
1198,1663,307,847,4
1199,1669,48,580,3
1200,1670,194,299,3
1201,1671,117,474,5
1202,1673,103,292,3
1203,1674,200,1228,3
1204,1676,118,717,5
1205,1678,98,49,5
1206,1679,305,13,5
1207,1680,91,708,2
1208,1682,2,336,1
1209,1684,58,1106,4
1210,1686,261,820,3
1211,1687,5,507,3
1212,1688,310,715,4
1213,1690,261,552,4
1214,1692,15,55,5
1215,1694,292,131,4
1216,1695,61,131,5
1217,1697,12,58,4
1218,1698,239,312,5
1219,1699,101,160,2
1220,1700,82,300,2
1221,1702,311,27,4
1222,1704,290,69,4
1223,1708,58,428,4
1224,1709,245,1217,3
1225,1710,64,195,5
1226,1712,91,114,3
1227,1713,307,740,4
1228,1716,157,240,4
1229,1717,268,673,2
1230,1718,307,492,3
1231,1720,223,190,4
1232,1723,153,288,2
1233,1725,84,297,4
1234,1726,179,67,5
1235,1727,183,35,3
1236,1729,304,10,1
1237,1732,193,204,3
1238,1733,176,202,4
1239,1735,197,6,4
1240,1736,107,289,4
1241,1737,188,196,5
1242,1738,72,55,4
1243,1739,171,461,3
1244,1740,119,545,2
1245,1741,100,470,3
1246,1743,25,234,2
1247,1744,267,1248,2
1248,1745,275,772,3
1249,1748,127,481,4
1250,1749,103,6,3
1251,1750,292,38,3
1252,1751,255,24,5
1253,1753,274,68,3
1254,1756,206,191,3
1255,1758,136,686,4
1256,1759,184,739,4
1257,1760,306,686,1
1258,1761,41,175,3
1259,1762,144,471,3
1260,1764,261,120,3
1261,1765,250,147,2
1262,1766,258,771,4
1263,1767,238,57,5
1264,1770,80,741,2
1265,1771,310,418,3
1266,1772,101,447,3
1267,1775,18,654,3
1268,1776,78,99,5
1269,1779,200,918,3
1270,1780,0,16,3
1271,1781,213,41,5
1272,1787,81,13,4
1273,1788,108,626,5
1274,1789,304,49,5
1275,1790,194,153,3
1276,1793,91,80,3
1277,1797,243,147,2
1278,1798,312,199,3
1279,1799,180,873,1
1280,1800,115,1215,3
1281,1801,302,432,4
1282,1802,116,150,4
1283,1806,150,316,5
1284,1807,63,175,4
1285,1810,290,1138,3
1286,1811,61,110,3
1287,1812,195,250,3
1288,1813,302,119,2
1289,1814,48,546,5
1290,1815,306,1021,4
1291,1816,302,175,5
1292,1817,285,153,4
1293,1818,290,500,4
1294,1819,234,86,4
1295,1822,134,1207,3
1296,1823,56,242,3
1297,1824,275,1156,2
